drug_a_name,drug_b_name,cell_line,synergy,label
BEZ-235,MK-8776,VCAP,27.2010914841,1
GEMCITABINE,MK-4827,A375,-22.046341437,0
MRK-003,OXALIPLATIN,A375,-18.0042065573,0
MITOMYCINE,AZD1775,A2058,12.6673568814,1
ZOLINZA,DASATINIB,ES2,20.5478761083,1
VINBLASTINE,ZOLINZA,CAOV3,-37.1587721984,0
MRK-003,DASATINIB,ES2,-8.8238275579,0
ERLOTINIB,ABT-888,NCIH520,-3.7686561903,0
5-FU,DINACICLIB,LOVO,-11.8769599262,0
ETOPOSIDE,MK-8776,NCIH1650,25.1718998534,1
MRK-003,BORTEZOMIB,SKMEL30,-7.2866904405,0
DASATINIB,SN-38,HT144,-8.4647013654,0
MK-5108,OXALIPLATIN,LOVO,-11.8617884675,0
ETOPOSIDE,DASATINIB,KPL1,26.2713663358,1
MRK-003,VINORELBINE,PA1,-9.5250508009,0
L778123,DINACICLIB,CAOV3,12.4508438639,1
DEXAMETHASONE,TEMOZOLOMIDE,A375,-1.5948956105,0
ERLOTINIB,TOPOTECAN,RPMI7951,18.2384166106,1
GELDANAMYCIN,DINACICLIB,SKMES1,-10.9442902397,0
ZOLINZA,BEZ-235,SW620,-4.4607376048,0
VINBLASTINE,PD325901,NCIH23,-7.629639583,0
ETOPOSIDE,BORTEZOMIB,HT29,-16.4133214926,0
CARBOPLATIN,MK-5108,NCIH2122,-10.4698957,0
METHOTREXATE,MK-5108,NCIH460,-39.3995561135,0
L778123,PD325901,T47D,-14.863715454,0
DOXORUBICIN,MK-2206,NCIH2122,13.7298490469,1
MK-8669,SORAFENIB,A2058,16.3623864142,1
METFORMIN,L778123,HT144,-0.5471476877,0
MK-5108,MK-2206,NCIH520,14.2668607092,1
GEMCITABINE,AZD1775,NIHOVCAR3,19.1274114717,1
BEZ-235,SN-38,NCIH2122,13.4495694102,1
TEMOZOLOMIDE,MK-8776,A2058,128.3217060895,1
ZOLINZA,GELDANAMYCIN,A375,-33.8555009069,0
MK-5108,ABT-888,NIHOVCAR3,14.6792121358,1
SUNITINIB,LAPATINIB,SW837,22.7971860733,1
CARBOPLATIN,MK-4827,RKO,13.9615711064,1
PD325901,SN-38,T47D,11.714164047,1
GEMCITABINE,TEMOZOLOMIDE,SW837,-6.308039911,0
MRK-003,BORTEZOMIB,NCIH460,11.0193866206,1
TEMOZOLOMIDE,PD325901,SKMES1,-15.0643759654,0
ABT-888,TOPOTECAN,NCIH1650,-16.2852524324,0
MK-8669,BEZ-235,SKOV3,67.9998915642,1
CYCLOPHOSPHAMIDE,BEZ-235,LOVO,15.2155428654,1
METHOTREXATE,SUNITINIB,SKMEL30,-14.3992450603,0
VINORELBINE,SUNITINIB,PA1,-13.0789371278,0
MK-5108,SN-38,SKMEL30,-5.9426683254,0
PACLITAXEL,BORTEZOMIB,SKOV3,-6.7563489003,0
SUNITINIB,ERLOTINIB,A2058,14.1014713788,1
TEMOZOLOMIDE,ERLOTINIB,SW837,15.1793477112,1
GEMCITABINE,MK-5108,RPMI7951,-1.0369534265,0
DEXAMETHASONE,ABT-888,NCIH2122,-3.775623773,0
5-FU,GELDANAMYCIN,VCAP,14.0445192166,1
ZOLINZA,TOPOTECAN,ZR751,12.2237910867,1
MRK-003,LAPATINIB,RKO,11.709510967,1
ERLOTINIB,BEZ-235,NCIH2122,53.9419501869,1
PACLITAXEL,L778123,OV90,24.5440685342,1
SUNITINIB,TOPOTECAN,HT144,-6.7792628017,0
ETOPOSIDE,DINACICLIB,A375,-122.7718051685,0
VINBLASTINE,BORTEZOMIB,NCIH23,-30.3307049469,0
VINORELBINE,MK-4827,CAOV3,-35.8802506035,0
MK-4827,BEZ-235,SW837,11.0333226337,1
SUNITINIB,MK-8776,UACC62,18.8422030962,1
MK-4541,AZD1775,SKOV3,22.5659887629,1
METHOTREXATE,MK-4827,SW620,-11.4118894297,0
CYCLOPHOSPHAMIDE,ERLOTINIB,SW837,-1.4347186075,0
MK-4827,BEZ-235,A427,16.191117517,1
ABT-888,BEZ-235,RKO,14.5377525408,1
SUNITINIB,ABT-888,CAOV3,13.5549694663,1
MITOMYCINE,PD325901,T47D,-6.0727656938,0
5-FU,ERLOTINIB,MDAMB436,16.1498978974,1
L778123,LAPATINIB,HT29,19.8360212152,1
5-FU,ZOLINZA,NCIH23,-15.1056763586,0
DASATINIB,SN-38,UACC62,26.8880690333,1
CYCLOPHOSPHAMIDE,MK-4827,UACC62,-13.8891073895,0
ZOLINZA,ERLOTINIB,ES2,21.6214821134,1
MK-4541,LAPATINIB,HT144,-3.3524004909,0
ERLOTINIB,GELDANAMYCIN,NIHOVCAR3,-34.6571749608,0
MK-4541,PACLITAXEL,A2780,-3.9886152215,0
CYCLOPHOSPHAMIDE,LAPATINIB,PA1,-10.0357611441,0
PACLITAXEL,MK-5108,A2058,23.7017334189,1
MK-5108,DASATINIB,UACC62,25.7036303128,1
SUNITINIB,DINACICLIB,NIHOVCAR3,12.6998292888,1
MK-5108,MK-8669,UACC62,24.3639398349,1
DASATINIB,SORAFENIB,RKO,18.209506037,1
VINBLASTINE,TEMOZOLOMIDE,HT144,-39.5160514511,0
PACLITAXEL,DASATINIB,ES2,29.6113633685,1
5-FU,ZOLINZA,PA1,-2.2468805096,0
TEMOZOLOMIDE,SN-38,CAOV3,-38.3576741141,0
METHOTREXATE,SUNITINIB,NCIH1650,-6.0371054681,0
SUNITINIB,BEZ-235,NCIH23,10.8000178461,1
CYCLOPHOSPHAMIDE,MK-8776,A427,-6.4997209421,0
METHOTREXATE,L778123,NCIH2122,-13.5456963014,0
AZD1775,ERLOTINIB,NCIH520,-0.6579135472,0
VINBLASTINE,DASATINIB,HCT116,-44.903572026,0
MK-4541,SUNITINIB,RPMI7951,-4.3375268585,0
MK-2206,ABT-888,T47D,-1.4661436267,0
DOXORUBICIN,DASATINIB,SKMES1,11.6918643018,1
TEMOZOLOMIDE,MK-8776,SKMES1,-4.3029255313,0
MK-4541,MK-2206,ZR751,22.5831607369,1
PACLITAXEL,SORAFENIB,PA1,-4.6192545679,0
VINBLASTINE,DASATINIB,RKO,-4.5582724523,0
MK-4827,OXALIPLATIN,A375,-13.1240341572,0
L778123,SORAFENIB,A375,10.2518228236,1
OXALIPLATIN,MK-8776,SKOV3,11.3474121026,1
PACLITAXEL,MK-8669,NCIH23,11.9652114714,1
5-FU,TEMOZOLOMIDE,SKMEL30,-55.9657770968,0
METHOTREXATE,BEZ-235,NCIH23,-31.966717185,0
AZD1775,MK-8776,SW620,22.602063253300003,1
DASATINIB,DINACICLIB,NCIH2122,-22.6165921404,0
VINORELBINE,TEMOZOLOMIDE,SKMEL30,10.7838992989,1
BEZ-235,OXALIPLATIN,VCAP,19.1801189331,1
METHOTREXATE,DINACICLIB,T47D,-25.3662138933,0
VINBLASTINE,ERLOTINIB,SW837,54.2568855245,1
METFORMIN,ERLOTINIB,SW837,13.8755381951,1
METHOTREXATE,SORAFENIB,VCAP,-10.7804443335,0
MK-2206,SN-38,A2780,17.4696451109,1
MK-4827,BORTEZOMIB,NCIH2122,21.4552313145,1
CYCLOPHOSPHAMIDE,GELDANAMYCIN,MDAMB436,11.7816040637,1
METHOTREXATE,GELDANAMYCIN,LOVO,-5.9971252141,0
L778123,GEMCITABINE,SKOV3,-3.7718028263,0
TEMOZOLOMIDE,MK-8669,NCIH520,17.2248876504,1
GEMCITABINE,GELDANAMYCIN,SW620,-6.7463268384,0
CARBOPLATIN,MK-8669,ES2,19.6810494539,1
VINBLASTINE,MK-2206,UACC62,28.9707249172,1
MK-2206,MK-8669,A427,47.4316163482,1
DOXORUBICIN,TEMOZOLOMIDE,HT144,-1.1936027351,0
ZOLINZA,SORAFENIB,SKOV3,-1.7658254515,0
MK-4541,METHOTREXATE,NCIH460,-18.5064324321,0
MK-8669,BEZ-235,NCIH520,77.373792276,1
MK-4827,GELDANAMYCIN,UACC62,-15.7573863566,0
ETOPOSIDE,MK-8669,T47D,10.6828182481,1
CARBOPLATIN,PD325901,HT29,-11.6908555508,0
ABT-888,MK-8776,A427,-4.8831832358,0
VINBLASTINE,GELDANAMYCIN,NCIH2122,-41.9865952563,0
5-FU,BEZ-235,A2058,13.6791116022,1
MRK-003,L778123,ES2,-1.6743504332,0
TEMOZOLOMIDE,ERLOTINIB,CAOV3,-36.2607277543,0
SUNITINIB,SORAFENIB,NIHOVCAR3,-11.8728758142,0
DEXAMETHASONE,AZD1775,RPMI7951,-13.6262886306,0
5-FU,MK-8669,A2058,32.336231656,1
MITOMYCINE,DASATINIB,NCIH520,59.4527709635,1
PACLITAXEL,ZOLINZA,RPMI7951,-2.1269954547,0
METFORMIN,PD325901,LOVO,-15.7385328349,0
MRK-003,TEMOZOLOMIDE,HT29,11.9284372793,1
CYCLOPHOSPHAMIDE,ERLOTINIB,SW620,-11.9289757758,0
5-FU,TEMOZOLOMIDE,RKO,-9.3234303757,0
L778123,MK-8776,NIHOVCAR3,-20.1389475592,0
MRK-003,DOXORUBICIN,SW837,-12.6147059604,0
ETOPOSIDE,TEMOZOLOMIDE,PA1,-13.0599364784,0
CARBOPLATIN,MK-8669,CAOV3,23.4039728118,1
VINBLASTINE,ABT-888,NCIH1650,-29.0083884994,0
5-FU,MK-8776,SKMES1,16.9849025523,1
CARBOPLATIN,SUNITINIB,SKMEL30,-5.5283836625,0
PD325901,BEZ-235,NCIH1650,32.2093058589,1
LAPATINIB,MK-8776,DLD1,13.4629462649,1
PD325901,BEZ-235,SW837,37.4403091146,1
SUNITINIB,BEZ-235,KPL1,19.4917385227,1
CYCLOPHOSPHAMIDE,ZOLINZA,T47D,36.9680604622,1
PACLITAXEL,SORAFENIB,HT29,-6.7027592807,0
ERLOTINIB,OXALIPLATIN,HCT116,-19.5897964509,0
METHOTREXATE,SUNITINIB,RKO,-17.7162068802,0
DASATINIB,TOPOTECAN,NCIH520,62.1900136572,1
ZOLINZA,MK-2206,NIHOVCAR3,13.2007403809,1
MK-4541,OXALIPLATIN,NCIH1650,-0.7277638439,0
METFORMIN,BORTEZOMIB,A2058,-20.4669230884,0
VINBLASTINE,ZOLINZA,PA1,-16.1536641481,0
GEMCITABINE,DINACICLIB,NCIH2122,-3.4004115771,0
ZOLINZA,MK-4827,A2780,13.0579871649,1
DEXAMETHASONE,ERLOTINIB,SKOV3,37.6790228812,1
PACLITAXEL,MK-4827,DLD1,-7.5837870435,0
MRK-003,MK-5108,MDAMB436,-3.5637476587,0
AZD1775,GELDANAMYCIN,VCAP,-20.0164243909,0
METHOTREXATE,BEZ-235,MDAMB436,-13.4833762542,0
PACLITAXEL,LAPATINIB,NCIH2122,-12.5472552852,0
L778123,DASATINIB,SKMEL30,-5.0808225584,0
ERLOTINIB,DASATINIB,SW837,55.3890203942,1
GELDANAMYCIN,SN-38,RPMI7951,-2.0703466232,0
VINORELBINE,MK-8776,NIHOVCAR3,-27.3486780091,0
TEMOZOLOMIDE,LAPATINIB,ZR751,-40.7435285813,0
ZOLINZA,MK-2206,ZR751,-3.0818882106,0
VINORELBINE,DASATINIB,UACC62,-15.8652826151,0
MRK-003,MK-4827,SW620,16.5744774077,1
ETOPOSIDE,BORTEZOMIB,KPL1,10.856969118,1
CARBOPLATIN,TEMOZOLOMIDE,A427,-11.5781200317,0
ETOPOSIDE,MK-8776,LOVO,18.1856706223,1
VINBLASTINE,BORTEZOMIB,HT29,-27.1924038528,0
MK-8669,TOPOTECAN,HT144,33.4545118078,1
DINACICLIB,MK-8776,RPMI7951,-14.7478427779,0
SUNITINIB,MK-8669,UWB1289,29.613948034,1
MRK-003,BORTEZOMIB,A2780,-16.8849768936,0
ETOPOSIDE,ERLOTINIB,NIHOVCAR3,40.7657358989,1
MK-2206,DASATINIB,DLD1,53.1937308799,1
MITOMYCINE,TEMOZOLOMIDE,NCIH1650,-15.4711184639,0
PD325901,TOPOTECAN,A375,-25.9669107875,0
MK-5108,MK-8776,NCIH520,-12.5856952658,0
SUNITINIB,MK-8776,HT29,14.5182862535,1
5-FU,DINACICLIB,SKOV3,-13.8991015225,0
BEZ-235,SORAFENIB,CAOV3,-0.1364270342,0
ZOLINZA,GELDANAMYCIN,A2780,-22.4650882418,0
5-FU,BORTEZOMIB,UACC62,-17.8418510777,0
TEMOZOLOMIDE,BORTEZOMIB,HT144,-22.5142839954,0
LAPATINIB,MK-4827,UWB1289,11.2931426659,1
DOXORUBICIN,SUNITINIB,SKOV3,-14.3831917698,0
METHOTREXATE,AZD1775,ES2,-2.6329053279,0
MK-2206,SN-38,NCIH460,29.8796348207,1
TEMOZOLOMIDE,SORAFENIB,VCAP,12.2403440933,1
DINACICLIB,MK-8776,SW837,-19.1155771163,0
CYCLOPHOSPHAMIDE,ERLOTINIB,MDAMB436,-5.4105056742,0
MK-8669,MK-8776,HCT116,-2.7966469247,0
CARBOPLATIN,DINACICLIB,KPL1,-12.705274703,0
PD325901,ABT-888,NCIH1650,-23.0705672852,0
TEMOZOLOMIDE,AZD1775,UACC62,15.4063933798,1
GEMCITABINE,SORAFENIB,RPMI7951,-9.0143792991,0
VINORELBINE,SUNITINIB,A2780,-4.0348869912,0
ABT-888,OXALIPLATIN,LOVO,-22.7744766837,0
ERLOTINIB,SORAFENIB,A427,10.4341015327,1
PD325901,DASATINIB,VCAP,-21.2583156879,0
MITOMYCINE,MK-5108,NCIH1650,-24.5732652267,0
VINBLASTINE,DASATINIB,HT144,-39.597134453,0
DEXAMETHASONE,BEZ-235,HT29,22.5300091048,1
LAPATINIB,DASATINIB,SKMES1,63.1118570534,1
ETOPOSIDE,ZOLINZA,SKOV3,29.6405756875,1
TEMOZOLOMIDE,MK-8776,NCIH2122,-19.66458168475,0
DEXAMETHASONE,ERLOTINIB,A427,-6.810845523,0
MITOMYCINE,BEZ-235,NCIH1650,23.153207493,1
BORTEZOMIB,MK-8669,A427,-2.7044142653,0
AZD1775,DASATINIB,OV90,25.6549709226,1
MK-5108,DINACICLIB,SKMES1,-14.0787149418,0
VINBLASTINE,ERLOTINIB,A2058,85.5793936509,1
ZOLINZA,MK-5108,LOVO,-0.5188546332,0
LAPATINIB,BORTEZOMIB,SW837,17.0236638302,1
MRK-003,BEZ-235,HT144,23.3809758746,1
PACLITAXEL,MK-2206,ZR751,38.9842151994,1
MRK-003,PD325901,SKMEL30,-1.2079021297,0
L778123,MK-8669,UWB1289,50.9853288681,1
MK-5108,ERLOTINIB,MDAMB436,-0.5146351318,0
BEZ-235,DINACICLIB,OV90,10.2055271182,1
GEMCITABINE,LAPATINIB,CAOV3,-1.5494554722,0
ZOLINZA,GELDANAMYCIN,MDAMB436,16.0350445362,1
L778123,TOPOTECAN,MDAMB436,13.0119440421,1
MRK-003,SORAFENIB,A375,17.8176119449,1
ERLOTINIB,GELDANAMYCIN,NCIH2122,14.0081981502,1
TOPOTECAN,SORAFENIB,T47D,-12.7536373619,0
MK-4541,GELDANAMYCIN,MDAMB436,13.0999940224,1
CARBOPLATIN,SORAFENIB,ES2,-19.1026600716,0
VINORELBINE,ERLOTINIB,NCIH460,34.548499806,1
MRK-003,LAPATINIB,HT144,20.8825072752,1
VINBLASTINE,MK-4827,A375,-18.9638841165,0
VINBLASTINE,BEZ-235,A2058,15.8366268093,1
TEMOZOLOMIDE,DASATINIB,NCIH23,-9.342896723,0
AZD1775,LAPATINIB,SKOV3,19.2318108483,1
MITOMYCINE,MK-4827,NCIH23,-0.0302825027,0
MRK-003,MK-2206,SKMEL30,25.3531025495,1
MRK-003,ERLOTINIB,HT144,12.7402782732,1
MITOMYCINE,DASATINIB,VCAP,29.5857515296,1
PACLITAXEL,BORTEZOMIB,OV90,-8.8154937099,0
MK-4541,TEMOZOLOMIDE,HCT116,-13.087072704,0
ZOLINZA,GELDANAMYCIN,NCIH23,-47.9587244269,0
PACLITAXEL,ABT-888,LOVO,-2.1063186899,0
BORTEZOMIB,SN-38,UACC62,-12.1159668615,0
LAPATINIB,ABT-888,CAOV3,11.5202043821,1
VINORELBINE,BEZ-235,NCIH460,37.0784414514,1
TEMOZOLOMIDE,MK-8776,ZR751,-50.1731666047,0
DASATINIB,OXALIPLATIN,HCT116,-25.15967665,0
MK-5108,MK-8776,NCIH2122,-17.1136357508,0
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,NCIH2122,-0.6782741289,0
PACLITAXEL,BORTEZOMIB,A375,-18.5657401954,0
METHOTREXATE,MK-8669,NCIH23,-15.0071734927,0
CARBOPLATIN,MK-2206,T47D,-43.917389986,0
DOXORUBICIN,ABT-888,OV90,-6.7078020181,0
MK-5108,MK-4827,ES2,10.4105315999,1
PACLITAXEL,ZOLINZA,UWB1289,-13.5682959069,0
MK-8669,GELDANAMYCIN,A2780,13.9029014311,1
DASATINIB,MK-8669,A427,48.6036918649,1
L778123,GEMCITABINE,HT29,13.2603993195,1
METHOTREXATE,PD325901,NCIH460,-22.3243713997,0
MK-2206,MK-8776,ZR751,17.5084684209,1
AZD1775,DINACICLIB,HT29,-8.1390242262,0
CYCLOPHOSPHAMIDE,MK-2206,VCAP,10.9162223389,1
AZD1775,MK-8776,CAOV3,21.043458911850003,1
MK-4827,GELDANAMYCIN,OV90,-6.1912258667,0
VINORELBINE,AZD1775,SW837,-11.1620880664,0
DASATINIB,ABT-888,A427,27.5264566257,1
DEXAMETHASONE,MK-8669,A375,12.392000899,1
VINBLASTINE,TEMOZOLOMIDE,SW837,-33.0458757616,0
TEMOZOLOMIDE,MK-8669,UACC62,28.0074287944,1
PACLITAXEL,AZD1775,A427,-4.2868544917,0
ZOLINZA,BORTEZOMIB,UACC62,-1.4958365082,0
ZOLINZA,DINACICLIB,UACC62,-26.710882133,0
ZOLINZA,SUNITINIB,T47D,28.4382449414,1
TEMOZOLOMIDE,PD325901,A2780,11.5276711303,1
VINBLASTINE,DASATINIB,A2058,41.6650810957,1
L778123,MK-8669,PA1,26.36566602645,1
CARBOPLATIN,SORAFENIB,UACC62,-12.1047355708,0
TEMOZOLOMIDE,SN-38,ZR751,-64.4798564696,0
VINORELBINE,ERLOTINIB,A2058,-13.1899854247,0
PACLITAXEL,PD325901,SKMEL30,13.9249446133,1
VINBLASTINE,L778123,MDAMB436,23.1061712123,1
LAPATINIB,PD325901,A2780,26.5976499084,1
LAPATINIB,GELDANAMYCIN,NIHOVCAR3,20.6453453151,1
DOXORUBICIN,DINACICLIB,DLD1,-1.5262609682,0
METFORMIN,ABT-888,NCIH23,-3.1981154116,0
VINBLASTINE,AZD1775,PA1,-2.2385519738,0
METFORMIN,DASATINIB,NCIH520,23.6336232947,1
ETOPOSIDE,GELDANAMYCIN,CAOV3,71.4808240079,1
DEXAMETHASONE,MK-8776,SKOV3,12.0819483804,1
MK-5108,BORTEZOMIB,ES2,-9.9325751692,0
VINORELBINE,MK-8669,RPMI7951,14.6445852611,1
L778123,BORTEZOMIB,NCIH1650,-15.0459436035,0
MK-4541,OXALIPLATIN,PA1,-25.378590884,0
SUNITINIB,MK-8669,ES2,35.4860571762,1
CARBOPLATIN,DINACICLIB,DLD1,-8.327349752,0
TEMOZOLOMIDE,SN-38,RPMI7951,-4.0276605908,0
MK-4541,VINORELBINE,CAOV3,-49.6215820843,0
SUNITINIB,SN-38,OV90,-6.5576061752,0
ETOPOSIDE,MK-2206,NCIH1650,35.0205476339,1
MK-2206,GELDANAMYCIN,A375,19.2809588132,1
METHOTREXATE,TEMOZOLOMIDE,A2780,-0.5398553454,0
GEMCITABINE,MK-5108,UWB1289,-3.7217385877,0
MK-4827,TOPOTECAN,RPMI7951,10.7012586964,1
ETOPOSIDE,ABT-888,NCIH460,-4.3206170725,0
MK-4827,SN-38,A427,15.5562826039,1
AZD1775,PD325901,RKO,24.3964207248,1
LAPATINIB,PD325901,KPL1,16.2824891569,1
L778123,DASATINIB,NIHOVCAR3,49.6637236255,1
MK-4541,GELDANAMYCIN,ZR751,-8.1299371645,0
MK-8669,DINACICLIB,ES2,13.5385257176,1
DASATINIB,MK-8776,HCT116,20.6291268879,1
LAPATINIB,PD325901,NCIH1650,15.9814302363,1
BORTEZOMIB,SN-38,PA1,-22.3877866357,0
MRK-003,MITOMYCINE,SW837,-3.6731223829,0
5-FU,BEZ-235,HT29,11.8958027211,1
CARBOPLATIN,DINACICLIB,ES2,-11.2942591177,0
5-FU,BORTEZOMIB,A2780,-18.599126219,0
CARBOPLATIN,MK-8669,DLD1,-0.299593638,0
DOXORUBICIN,DINACICLIB,OV90,-14.139566645,0
MK-8669,SORAFENIB,HT144,15.5001960848,1
METHOTREXATE,BEZ-235,SKMES1,-19.0119468139,0
CYCLOPHOSPHAMIDE,SORAFENIB,UACC62,-13.1905566158,0
MITOMYCINE,BEZ-235,HT144,33.0177805129,1
L778123,TEMOZOLOMIDE,A2780,10.9268913546,1
MK-5108,MK-4827,NIHOVCAR3,32.8538899878,1
DASATINIB,ABT-888,SW837,18.1677754607,1
5-FU,DINACICLIB,A375,-5.4159342011,0
DEXAMETHASONE,BORTEZOMIB,SW620,13.0324241434,1
VINORELBINE,MK-5108,HCT116,-10.2746479507,0
ERLOTINIB,DASATINIB,RKO,11.2554584031,1
CYCLOPHOSPHAMIDE,MK-8669,T47D,24.5909149778,1
METHOTREXATE,ABT-888,HT144,-0.0324452753,0
ERLOTINIB,MK-8669,ES2,44.9903576001,1
METFORMIN,DASATINIB,SKMEL30,-24.7258641636,0
TEMOZOLOMIDE,MK-4827,A2780,71.4344366735,1
SUNITINIB,TOPOTECAN,MDAMB436,-6.7700407157,0
CARBOPLATIN,ABT-888,NCIH520,-5.6283676948,0
MRK-003,BORTEZOMIB,NCIH2122,14.1013572661,1
CARBOPLATIN,BORTEZOMIB,HCT116,22.6675047314,1
5-FU,MK-5108,PA1,16.3248100207,1
PACLITAXEL,ABT-888,T47D,-3.0170112888,0
MK-2206,BORTEZOMIB,NCIH2122,12.3038789298,1
METHOTREXATE,MK-2206,VCAP,-24.8404098501,0
DOXORUBICIN,PD325901,ES2,13.1345486819,1
PACLITAXEL,TEMOZOLOMIDE,PA1,-2.8182410105,0
METFORMIN,PD325901,A2780,-5.0929448112,0
METFORMIN,AZD1775,RPMI7951,15.8306193583,1
DOXORUBICIN,ZOLINZA,HCT116,-5.2901855003,0
GEMCITABINE,MK-8776,DLD1,44.7818137551,1
MK-2206,ERLOTINIB,NCIH1650,41.98183592025,1
MITOMYCINE,L778123,NIHOVCAR3,-46.5230227003,0
MK-5108,MK-8776,HT144,-6.3600947377,0
LAPATINIB,SORAFENIB,HT144,15.3015547309,1
SUNITINIB,LAPATINIB,NIHOVCAR3,27.948545645,1
ABT-888,MK-8669,NCIH520,13.2649049368,1
ZOLINZA,ABT-888,A2780,12.9086906877,1
VINORELBINE,DASATINIB,NCIH2122,-50.1429740352,0
LAPATINIB,MK-2206,NCIH1650,41.55565380895,1
AZD1775,MK-8776,RKO,58.4522268841,1
MRK-003,OXALIPLATIN,KPL1,-4.6540671025,0
METHOTREXATE,SUNITINIB,HT29,-12.2674986683,0
MITOMYCINE,MK-8776,CAOV3,31.72251855015,1
SN-38,DINACICLIB,UWB1289,-1.5781170502,0
MRK-003,GELDANAMYCIN,DLD1,17.5557600386,1
SUNITINIB,MK-2206,UACC62,34.7432609436,1
BEZ-235,OXALIPLATIN,UACC62,12.8404758661,1
BORTEZOMIB,MK-8776,NIHOVCAR3,-15.3305189054,0
MITOMYCINE,SORAFENIB,NCIH460,-49.5104716906,0
GEMCITABINE,TEMOZOLOMIDE,SKMEL30,-4.1693247065,0
TEMOZOLOMIDE,MK-4827,SKMEL30,36.2524556281,1
GELDANAMYCIN,BEZ-235,NCIH460,34.0365680185,1
ETOPOSIDE,BORTEZOMIB,RPMI7951,-15.7705303647,0
MK-2206,ABT-888,NCIH2122,11.7346933243,1
AZD1775,DINACICLIB,SW620,-8.4630393281,0
AZD1775,MK-8776,NCIH460,33.9435019718,1
ABT-888,MK-8669,OV90,-0.7602999066,0
L778123,DASATINIB,PA1,39.4422724629,1
BORTEZOMIB,TOPOTECAN,NCIH460,-33.8197498256,0
MRK-003,OXALIPLATIN,MDAMB436,-27.0530790165,0
METHOTREXATE,MK-8669,RPMI7951,-33.2539071617,0
ERLOTINIB,OXALIPLATIN,NCIH520,-14.8467994736,0
MITOMYCINE,MK-5108,HCT116,-0.3492838657,0
SUNITINIB,MK-2206,LOVO,24.3671212404,1
MRK-003,DASATINIB,NIHOVCAR3,79.5015600343,1
MK-4541,DEXAMETHASONE,ES2,-23.3311634226,0
GEMCITABINE,BEZ-235,ES2,13.8102645508,1
METHOTREXATE,L778123,A2058,-13.8477118071,0
CYCLOPHOSPHAMIDE,SORAFENIB,DLD1,16.3405443748,1
MK-4541,L778123,NIHOVCAR3,-23.616312588,0
ZOLINZA,TOPOTECAN,VCAP,23.4385470478,1
METFORMIN,MK-2206,NCIH1650,-1.6297148893,0
ABT-888,SORAFENIB,CAOV3,-2.1727230367,0
L778123,MK-8669,SW837,30.8585162964,1
TEMOZOLOMIDE,BEZ-235,A2058,19.6709589307,1
SUNITINIB,PD325901,SKMES1,12.587555679,1
TEMOZOLOMIDE,MK-4827,MDAMB436,51.0693844723,1
MITOMYCINE,MK-8669,RKO,20.7517194384,1
METFORMIN,ABT-888,NCIH520,-2.9127082867,0
CYCLOPHOSPHAMIDE,ERLOTINIB,SKMEL30,-3.9155480599,0
ABT-888,SN-38,ZR751,-12.2436489623,0
MRK-003,CARBOPLATIN,NCIH520,-5.1274991549,0
VINBLASTINE,ERLOTINIB,MDAMB436,15.6919735329,1
METFORMIN,GELDANAMYCIN,SKOV3,-15.0658814354,0
